track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
Money,Pink Floyd,Rock,74,0.469,0.537,-10.421,124.193,0.783,0.0241,382834
C'est Bioman,Bernard Minet,Movie,0,0.74,0.8,-8.187,139.344,0.962,0.428,138408
Pieces,Sum 41,Children’s Music,61,0.457,0.83,-5.262,99.93,0.602,0.00682,182040
Ex (feat. YG),Ty Dolla $ign,Rap,66,0.77,0.426,-5.717,102.056,0.523,0.0116,163133
And the Grass Grows by Itself,Karunesh,World,31,0.375,0.313,-13.974,89.922,0.0495,0.289,343493
The Story Of Us,Taylor Swift,Pop,56,0.543,0.818,-3.611,139.898,0.683,0.00478,265667
I Like America & America Likes Me,The 1975,Pop,68,0.439,0.683,-6.217,137.901,0.0725,0.0392,206756
Three Little Kittens,The Montreal Children's Workshop,Children's Music,0,0.467,0.482,-10.47,200.657,0.729,0.366,89945
Trouble,Zeds Dead,Electronic,29,0.648,0.729,-3.417,141.001,0.356,0.00768,192553
UGH!,The 1975,Children’s Music,60,0.769,0.709,-4.027,100.028,0.855,0.213,180027
Galvanize - Edit,The Chemical Brothers,Electronic,38,0.765,0.674,-4.165,104.008,0.354,0.0279,268800
This Woman Loves You,Wet,Soul,44,0.61,0.456,-8.295,129.907,0.258,0.859,203373
Come Live With Me,Dorothy Ashby,Soul,46,0.613,0.216,-18.565,82.264,0.617,0.804,159773
No Lie,2 Chainz,Hip-Hop,60,0.634,0.665,-5.984,131.108,0.611,0.0172,237827
Life Like This,Kurt Vile,Folk,47,0.616,0.613,-9.325,92.01,0.527,0.396,244987
The House That I Live In (That's America to Me),Mike Douglas,Movie,0,0.305,0.356,-11.402,104.983,0.327,0.882,197627
Tail Feathers,The Flatliners,Ska,26,0.341,0.938,-4.172,121.33,0.317,6.11e-05,243013
Away In A Manger,Juice Music,Children's Music,0,0.728,0.422,-16.055,130.033,0.79,0.722,150720
A Smiling Epitaph,Chris Robinson Brotherhood,Blues,26,0.2,0.773,-9.004,174.205,0.359,0.0224,367133
"Norma, Act 1: ""Fine al rito"" (Live)",Dame Joan Sutherland,Opera,17,0.311,0.186,-17.299,67.187,0.128,0.958,308147
It's A Slime (feat. Lil Uzi Vert),Young Thug,Hip-Hop,61,0.863,0.464,-10.559,75.5,0.566,0.00449,142840
Long & Lost,Florence + The Machine,Folk,46,0.384,0.423,-11.88,82.405,0.294,0.726,195082
Kiminotamenomusic,BURNOUT SYNDROMES,Anime,18,0.566,0.848,-4.705,105.019,0.694,0.197,242693
The Sun Says,Cock Sparrer,Ska,21,0.357,0.679,-11.09,153.818,0.675,0.000442,207773
Wah a Dem a Do,Capleton,Reggae,33,0.501,0.894,-3.877,80.742,0.933,0.261,211250
Top Hats and Sword Canes,Austin Wintory,Anime,19,0.669,0.488,-9.288,100.023,0.714,0.786,102071
Theres No Sympathy for the Dead,Escape the Fate,Alternative,44,0.284,0.925,-4.475,199.905,0.343,0.0174,325360
Howlin' For My Darlin',Howlin' Wolf,Blues,27,0.558,0.312,-17.257,81.013,0.768,0.716,156960
"Tristan und Isolde, WWV 90: Vorspiel",Richard Wagner,Opera,22,0.156,0.0776,-22.433,135.133,0.0253,0.961,611587
Wild Horses,The Sundays,Folk,50,0.419,0.283,-13.065,149.974,0.194,0.871,285573
Element,Deerhunter,Children’s Music,53,0.479,0.879,-6.06,105.093,0.617,0.00325,179513
Better,Meghan Trainor,Dance,52,0.523,0.769,-5.385,113.821,0.679,0.0989,167613
About a Bird,Fantastic Negrito,Blues,30,0.533,0.499,-6.169,144.87,0.407,0.245,219726
Hanataba,Mika Nakashima,Anime,16,0.477,0.52,-5.493,82.129,0.182,0.679,270920
OdeToYou,Flitz&Suppe,Jazz,59,0.673,0.356,-10.683,81.008,0.145,0.503,181481
Broken Smile (My All),Lil Peep,Hip-Hop,72,0.545,0.517,-8.681,120.044,0.115,0.0459,280520
Wildflower,Superfly,Anime,21,0.518,0.813,-3.303,128.965,0.665,0.0401,267147
Sun Was High (So Was I),Small Black,Children’s Music,54,0.505,0.882,-6.051,112.983,0.37,0.0123,231680
Alladin Dub,The Spy From Cairo,World,30,0.694,0.816,-5.786,99.995,0.966,0.0868,255600
Kind Hearted Woman Blues - Take 2,Robert Johnson,Blues,29,0.625,0.174,-14.375,88.084,0.325,0.962,169240
Swim Down,Moose Blood,Children’s Music,42,0.478,0.888,-6.013,156.086,0.356,0.00866,197751
American Dream,Skizzy Mars,Rap,56,0.659,0.806,-4.255,187.993,0.814,0.13,206765
You Will Lose Faith,NOFX,Ska,32,0.535,0.991,-4.18,105.944,0.535,1.2e-05,151867
Eaiser Wit' Yo',Herring Franky,Jazz,35,0.706,0.188,-15.427,84.991,0.263,0.806,90353
Your Face,Pepper,Ska,36,0.596,0.8,-5.752,82.455,0.81,0.000843,202960
Quest For Coin,Ezra Collective,Jazz,50,0.82,0.616,-9.113,136.084,0.522,0.249,236280
Don’t Let Me Be Lonely,The Band Perry,Country,42,0.601,0.682,-4.548,111.006,0.337,0.159,251227
Push Upstairs,Underworld,Electronic,36,0.54,0.575,-9.963,139.991,0.602,0.000575,274173
A Guest Shopping at Marshalls,Eugene Mirman,Comedy,19,0.418,0.932,-7.782,90.075,0.599,0.912,79653
Green Grass & High Tides,The Outlaws,Rock,49,0.272,0.876,-7.135,102.718,0.585,4.18e-05,591693
Ghosted,Kiefer,Jazz,33,0.647,0.726,-6.229,152.025,0.399,0.69,233684
Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,Indie,61,0.55,0.334,-10.73,72.235,0.143,0.517,307535
Fallen Angel,Three Days Grace,Alternative,60,0.453,0.911,-3.775,137.011,0.218,0.00554,186147
Tired/Reflections,Boogie,Hip-Hop,60,0.552,0.486,-9.226,85.703,0.303,0.509,241067
Flex Your Way Out,Sofi de la Torre,Indie,48,0.61,0.453,-8.101,85.974,0.305,0.469,195140
Get It Off Your Mind,Pearl Bailey,Movie,1,0.756,0.0512,-17.346,94.458,0.421,0.918,184800
Love/Hate,Iration,Reggae,31,0.602,0.68,-8.177,163.944,0.665,0.0051,221787
Forever,Little Dragon,Electronic,35,0.892,0.629,-7.934,110.084,0.71,0.00331,271187
"St. Matthew Passion, BWV 244, Pt. 1: No. 4, Da versammleten sich die Hohenpriester und Schriftgelehrten",Johann Sebastian Bach,Classical,0,0.386,0.15,-20.848,109.69,0.187,0.913,184933
Old Friends,Howard Shore,Soundtrack,32,0.258,0.0456,-17.79,99.98,0.0406,0.877,269667
Something Funky,Pete Rock,Jazz,36,0.773,0.402,-7.979,179.062,0.718,0.48,262733
Bootylicious,Destiny's Child,Pop,63,0.835,0.833,-4.364,103.358,0.586,0.00247,207733
L.A.,Brent Faiyaz,R&B,47,0.517,0.598,-10.251,140.131,0.528,0.275,316045
Tunes,Children Songs Company,Children's Music,0,0.817,0.259,-9.241,125.728,0.893,0.995,136653
Un Saludo a Las Nenas (feat. Jory & Mozart La Para),Musicologo Y Menes,Reggaeton,31,0.814,0.748,-4.545,103.974,0.722,0.0821,223759
Face to the Floor,Chevelle,Rap,60,0.515,0.857,-4.582,92.028,0.669,1.25e-05,218560
Slow It Down,Charlie Puth,Dance,61,0.733,0.754,-3.392,115.024,0.849,0.264,190053
The Proposition #1,Nick Cave,Soundtrack,41,0.146,0.219,-17.078,104.027,0.0385,0.318,204853
Driving,Hans Zimmer,Soundtrack,22,0.319,0.193,-21.378,130.033,0.0542,0.967,100853
Goodnight You Kings of New England - Instrumental,Rachel Portman,Soundtrack,36,0.181,0.00604,-34.707,111.038,0.136,0.991,66493
No Comply,The Bouncing Souls,Ska,28,0.298,0.99,-3.099,127.636,0.672,0.000172,118733
Sink,Noah Kahan,Rock,70,0.568,0.494,-8.365,165.183,0.293,0.391,227067
Cuffed,Nick Hakim,Indie,45,0.394,0.631,-6.39,85.553,0.398,0.0372,351387
My Baby Lullaby (Relaxing Classical Guitar Music),Andrei Krylov,Classical,28,0.476,0.293,-19.02,108.31,0.204,0.979,86521
Marijuana vs. Meth,Doug Benson,Comedy,14,0.557,0.533,-15.625,126.806,0.214,0.812,272623
ワン・フォー・オールVSオール・フォー・ワン,Yuki Hayashi,Soundtrack,30,0.197,0.452,-9.437,79.056,0.224,0.105,187173
Men In Black,Will Smith,Rap,63,0.801,0.581,-8.491,107.545,0.657,0.0961,227267
The Story of Grandmere - Instrumental,Rachel Portman,Soundtrack,50,0.0955,0.0461,-23.623,72.432,0.0362,0.972,248907
All The Right Problems,Chris Lane,Country,43,0.659,0.783,-4.525,97.013,0.668,0.477,172253
Black Truck,Mereba,Children’s Music,49,0.38,0.769,-7.2,171.629,0.105,0.0199,254427
Heaven On Earth,The Platters,Blues,32,0.389,0.289,-11.027,112.4,0.586,0.828,153133
6 8,Gabriel Garzón-Montano,Alternative,45,0.668,0.0556,-13.137,115.896,0.165,0.904,298907
Me Tienes Loco,Kevin Roldan,Reggaeton,51,0.638,0.687,-6.529,169.941,0.757,0.427,199907
Tú Sí Sabes Quererme (feat. Los Macorinos),Natalia Lafourcade,Children’s Music,68,0.664,0.46,-10.974,170.057,0.792,0.782,244933
Living Dangerously (feat. Bounty Killer),Barrington Levy,Reggae,33,0.79,0.739,-6.385,92.055,0.931,0.049,215627
STRANGE DAYS (1999),HEALTH,Dance,48,0.462,0.826,-8.905,131.023,0.0461,6.82e-05,205000
The Unanswered Question,Charles Ives,Classical,37,0.0642,0.0104,-31.363,68.345,0.0373,0.755,355573
Packing,Carter Burwell,Soundtrack,29,0.178,0.0243,-27.953,74.52,0.0916,0.992,70133
Two Weeks,Grizzly Bear,Rock,70,0.537,0.712,-5.597,159.871,0.704,0.289,243160
Dero,Ayub Ogada,World,28,0.595,0.371,-17.718,110.407,0.567,0.893,257299
This Land Is Ours,Shoffy,R&B,48,0.673,0.525,-9.214,174.053,0.559,0.623,281417
Came To Do,Chris Brown,Dance,60,0.745,0.637,-4.946,97.955,0.531,0.0206,228400
Ironic,Alanis Morissette,Children’s Music,59,0.295,0.593,-7.572,85.482,0.37,0.25,225933
Spaces in Time,Per Nørgård,Classical,31,0.236,0.0485,-27.817,141.915,0.0373,0.902,1224293
Baby Don't Go,Kash'd Out,Reggae,28,0.555,0.779,-5.887,79.214,0.507,0.00332,222827
*Asterisk,ORANGE RANGE,Anime,49,0.566,0.945,-4.78,127.875,0.617,0.0618,257013
E,Jaden Smith,Rap,55,0.463,0.609,-11.105,107.975,0.409,0.741,203173
I Love The Dough (feat. Jay-Z & Angela Winbush),The Notorious B.I.G.,Hip-Hop,55,0.774,0.776,-5.331,99.071,0.654,0.178,311533
Golden Age of My Negative Ways,Less Than Jake,Ska,17,0.526,0.943,-4.269,110.741,0.897,0.0184,100467
Hakuchumu,Aimer,Anime,25,0.54,0.592,-7.905,81.968,0.445,0.483,296160
Long Time Ago,Current Swell,Reggae,41,0.674,0.529,-8.518,109.972,0.629,0.698,182035
Dog Consequences,Maria Bamford,Comedy,22,0.584,0.422,-14.082,72.69,0.687,0.882,258519
Kyrie,Sheck Wes,Hip-Hop,57,0.687,0.701,-6.054,159.915,0.372,0.0335,167107
Kids,MGMT,Children’s Music,76,0.451,0.931,-3.871,122.961,0.172,0.00076,302840
Little Things,Sunni Colon,Soul,43,0.772,0.697,-9.168,92.987,0.846,0.302,240617
If I Got You,ZAYN,Pop,62,0.547,0.54,-6.684,169.487,0.199,0.34,199907
God of Wonders,The Wonder Kids,Children's Music,0,0.472,0.457,-11.627,160.682,0.286,0.348,272413
Bendito Corazón - Bonus Versión Pop,Gusi & Beto,Reggaeton,29,0.669,0.878,-3.147,106.097,0.727,0.141,185693
Midnite Cruiser,Steely Dan,Rock,51,0.648,0.637,-10.138,99.188,0.738,0.27,248173
"Sonata No. 1 in F Minor, Op. 2 No. 1: III. Menuetto. Allegretto",Ludwig van Beethoven,Classical,29,0.34,0.128,-23.267,86.848,0.224,0.995,211427
"Aida: Nume, custode e vindice",Giuseppe Verdi,Opera,15,0.119,0.185,-19.096,74.283,0.119,0.959,236160
Oh Ms Believer,Twenty One Pilots,Rock,66,0.501,0.328,-8.329,73.326,0.263,0.612,217000
Bird Song,Jerry Garcia,Blues,32,0.497,0.331,-14.988,75.462,0.356,0.317,265233
Hasta la Raíz,Natalia Lafourcade,Children’s Music,72,0.585,0.643,-8.392,152.98,0.592,0.201,221800
Come Over,Trey Songz,Hip-Hop,56,0.608,0.466,-5.897,131.443,0.231,0.333,241093
Neverland,The Knife,Electronic,30,0.561,0.821,-8.677,119.711,0.854,0.0086,218200
Yay!,Michael Ian Black,Comedy,20,0.422,0.757,-8.524,80.725,0.271,0.88,293000
Without You,Anderson East,Blues,30,0.255,0.561,-7.76,138.607,0.432,0.249,258480
Drew Barrymore,Bryce Vine,Pop,78,0.763,0.572,-7.312,151.93,0.25,0.493,190472
"Carmen (1997 - Remaster), Act II: Air de la fleur: La fleur que tu m'avais jetée...Non, tu ne m'aimes pas",Georges Bizet,Opera,19,0.206,0.128,-19.896,79.927,0.0747,0.973,468000
Jane's Escape,Dario Marianelli,Soundtrack,38,0.144,0.243,-18.275,92.611,0.0379,0.904,137853
Celebrity Skin,Hole,Pop,66,0.438,0.905,-6.161,134.163,0.723,9.44e-06,162667
Rock & Roll Band,Boston,Rock,56,0.487,0.838,-6.153,136.743,0.655,0.00343,180347
summer depression,girl in red,Pop,65,0.691,0.306,-15.651,129.929,0.62,0.632,151693
Eruption - 2015 Remaster,Van Halen,Rock,64,0.225,0.689,-9.12,93.798,0.5,0.469,102080
From Can to Can't,Corey Taylor,Alternative,51,0.292,0.628,-5.541,135.903,0.235,0.00173,290280
The Greatest Mini-Mart Name Ever,Matt Braunger,Comedy,23,0.651,0.492,-12.54,74.762,0.531,0.665,108358
Pontoon,Little Big Town,Country,61,0.721,0.819,-5.715,96.02,0.867,0.413,212320
I've Got You Babe,Lucky Dube,Reggae,44,0.511,0.845,-4.853,172.865,0.797,0.262,242720
Skamba,23 Skunks,Ska,18,0.477,0.944,-6.567,99.323,0.873,0.000181,172120
Symphony Of The Night,DragonForce,Classical,38,0.156,0.934,-4.53,177.082,0.203,3.13e-05,319987
Grey Luh,Berhana,Indie,70,0.543,0.298,-9.167,125.523,0.254,0.597,261103
Así es la vida,Olga Tanon,Reggaeton,37,0.74,0.868,-5.766,100.007,0.623,0.177,225960
Elements,Groundation,Reggae,32,0.773,0.315,-11.268,119.418,0.49,0.0162,327267
Mmm Mmm Mmm Mmm,Crash Test Dummies,Pop,58,0.58,0.575,-7.72,92.934,0.37,0.25,235173
There It Go (The Whistle Song),Juelz Santana,Hip-Hop,58,0.947,0.883,-6.306,100.004,0.56,0.022,180493
Beauty and the East,Bombay Dub Orchestra,World,23,0.157,0.347,-11.909,176.321,0.0418,0.354,523920
Wolves - RAC Remix,Digitalism,Electronic,34,0.64,0.866,-5.124,124.999,0.458,0.0295,305277
Jet,Digitalism,Electronic,40,0.657,0.55,-10.651,124.998,0.153,0.00182,366601
Lose It All,Brett Eldredge,Country,40,0.496,0.79,-7.0,157.923,0.424,0.126,220773
Can't Help Falling In Love,Kina Grannis,Folk,56,0.444,0.143,-11.449,100.341,0.132,0.925,188355
18 Counties,Moreland & Arbuckle,Blues,27,0.246,0.788,-5.91,187.155,0.338,0.646,239693
Ridin' Down The Canyon,Riders In The Sky,Movie,0,0.336,0.143,-15.908,94.798,0.189,0.816,256400
ジャズコーラスの夏闌,buzzG,Anime,13,0.452,0.976,-3.2,104.007,0.555,0.0306,273658
I See Love - From Hotel Transylvania 3,Jonas Blue,Dance,71,0.736,0.706,-3.899,123.047,0.758,0.0133,173220
We're All The Way,Eric Clapton,Blues,29,0.697,0.162,-20.731,97.918,0.516,0.832,154453
Te Veo,Lasso,Reggaeton,51,0.579,0.655,-3.28,161.894,0.572,0.279,205560
The Bridegroom,Rivers & Robots,World,36,0.48,0.202,-18.586,119.968,0.15,0.877,319731
Glorious Warrior,Electric Guest,Children’s Music,48,0.593,0.567,-7.536,174.814,0.57,0.0186,242760
A Horse Named Cold Air,Mitski,Indie,51,0.291,0.0826,-14.668,68.435,0.119,0.975,123160
3つのジムノペディ 第1番,Erik Satie,Classical,49,0.542,0.0055,-35.181,79.274,0.313,0.996,198000
霧雨で見えない,Yumi Matsutoya,Anime,27,0.61,0.511,-8.768,80.051,0.221,0.024,302373
For No One,Houndmouth,Indie,49,0.534,0.254,-10.498,129.156,0.165,0.856,229947
There's a Liftin' of the Hand,Israel Houghton,World,28,0.386,0.679,-5.77,127.202,0.563,0.00903,242164
Black Leather Jacket,Keith Urban,Country,37,0.447,0.724,-7.96,85.825,0.788,0.186,222160
Taisetsunamono Wa Kimiigai Ni Miataranakute,flumpool,Anime,22,0.46,0.843,-5.96,172.114,0.652,0.103,287160
Shine,Years & Years,Dance,52,0.667,0.716,-5.21,108.002,0.493,0.189,255507
Bang the Drum All Day,Todd Rundgren,Soul,43,0.653,0.914,-7.01,142.59,0.961,0.572,216573
Dandy In The Underworld,T. Rex,Blues,26,0.638,0.665,-9.031,118.585,0.686,0.00354,276067
Under My Sensi,Barrington Levy,Reggae,36,0.862,0.514,-9.415,86.981,0.416,0.0455,273000
Sacrimony (Angel of Afterlife) [feat. Elize Ryd & Alissa White-Gluz],Kamelot,Classical,43,0.379,0.834,-7.212,166.109,0.0655,0.000439,279080
When You Loved Me Least,Michl,Soul,51,0.452,0.4,-8.741,137.238,0.0958,0.463,216907
Parties with the Dead,Sam Kinison,Comedy,10,0.422,0.588,-16.647,82.929,0.204,0.865,280827
"Pavement Artist - From ""Mary Poppins""/Soundtrack Version",Dick Van Dyke,Movie,44,0.299,0.0585,-21.751,184.764,0.251,0.879,120493
About You Now,Meadowlark,Pop,62,0.579,0.278,-9.255,127.439,0.286,0.893,227065
Since I Met You Baby,Ivory Joe Hunter,Blues,35,0.539,0.276,-12.152,72.062,0.671,0.808,170293
Sunday Night,070 Shake,Soul,54,0.758,0.65,-7.327,122.147,0.46,0.523,275213
Do U Wanna,Donell Jones,Soul,49,0.76,0.482,-6.686,126.063,0.704,0.00582,275293
"Rachmaninov: Prelude Op. 3, No 2 in C-Sharp Minor",Sergei Rachmaninoff,Classical,39,0.342,0.0304,-20.867,85.482,0.212,0.988,265480
Chicken Box,Guttermouth,Ska,22,0.507,0.975,-5.671,87.848,0.778,0.00677,96933
Heart Full of Soul,The Yardbirds,Rock,66,0.494,0.666,-9.743,140.832,0.699,0.229,147893
"Roméo et Juliette / Act 1: ""Eh bien! Cher Paris""",Charles Gounod,Opera,4,0.391,0.0663,-23.129,100.795,0.293,0.981,122080
Danza Kuduro - Dandy Line Summer Remix,Don Omar,Reggaeton,28,0.709,0.785,-4.805,99.999,0.647,0.00771,256806
Would You Call That Love,Kelly Clarkson,Dance,51,0.707,0.747,-4.697,99.948,0.751,0.068,178213
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,Dance,70,0.689,0.791,-5.194,95.04,0.755,0.023,210573
Sine Qua Non,Johnny Rain,Soul,36,0.452,0.252,-14.524,110.05,0.0654,0.189,297874
It's a Long Way to Tipperary - 1914,John McCormack,Classical,33,0.524,0.279,-13.099,112.777,0.808,0.995,197880
Talia,King Princess,Pop,71,0.401,0.507,-7.001,180.159,0.236,0.549,207720
In A Truck Right Now,Riley Green,Country,47,0.536,0.724,-4.711,144.029,0.4,0.00744,232720
Peter And Christina,Jeff Beal,Soundtrack,30,0.0923,0.196,-15.116,81.026,0.0391,0.927,192013
Overture to Candide,Leonard Bernstein,Classical,26,0.241,0.516,-14.073,81.989,0.322,0.844,250040
"Via Crucis, S. 53: Station XI. Jesus wird ans Kreuz geschlagen",Franz Liszt,Classical,16,0.493,0.0113,-15.297,74.937,0.0915,0.992,49627
Amnesia,Ace Hood,Hip-Hop,49,0.777,0.478,-6.356,100.034,0.14,0.315,214256
Swingin Party - 2008 Remastered Version,The Replacements,Indie,55,0.647,0.69,-8.657,117.514,0.682,0.0224,233573
Natural Flavorings And Coloring,Kyle Kinane,Comedy,30,0.604,0.661,-8.699,128.711,0.328,0.833,614107
Amor Prohibido - Anniversary Remix,Trebol Clan,Reggaeton,31,0.65,0.809,-7.367,95.028,0.327,0.268,238213
This Week,Lil Baby,Hip-Hop,67,0.891,0.525,-7.666,133.126,0.15,0.00214,196864
Season of the Witch,John 5,Classical,29,0.35,0.955,-5.509,149.9,0.137,2.06e-05,237068
Like We Never Loved At All,Tim McGraw,Country,34,0.535,0.471,-8.187,133.848,0.272,0.102,257693
Mother Goose Parade (Vocal),Kimbo Children's Music,Children's Music,0,0.788,0.232,-12.207,112.442,0.525,0.581,160719
"Reunion - From ""Gladiator"" Soundtrack",Lisa Gerrard,Soundtrack,28,0.201,0.0594,-27.454,127.75,0.0439,0.972,74133
"Randy, I Am The Liquor",Free Throw,Alternative,41,0.517,0.913,-4.602,158.918,0.38,0.000697,185065
自由へ道連れ,Sheena Ringo,Anime,39,0.352,0.862,-3.606,93.765,0.482,8.09e-05,213040
Call It Dreaming,Iron & Wine,Indie,69,0.519,0.515,-9.448,80.329,0.714,0.61,231760
A Dónde Va,Ivy Queen,Reggaeton,32,0.788,0.621,-6.974,125.113,0.747,0.118,215533
Since I Left You,The Avalanches,Alternative,48,0.516,0.916,-7.255,102.78,0.478,0.237,261000
Smile Like You Mean It,The Killers,Indie,60,0.378,0.979,-2.622,125.1,0.535,0.000565,234107
I Got It Bad And That Ain't Good,Lena Horne,Jazz,41,0.255,0.0991,-17.405,60.725,0.107,0.99,224000
This Is Clark Kent,Hans Zimmer,Soundtrack,35,0.156,0.0132,-36.346,160.208,0.0782,0.936,227347
Walls,Quinn XCII,Indie,60,0.735,0.448,-7.387,93.099,0.581,0.333,179307
Baby Shark,Nursery Rhymes and Kids Songs,Children's Music,3,0.907,0.335,-16.572,109.99,0.973,0.455,114977
Don't Take The Money - MTV Unplugged,Bleachers,Indie,46,0.512,0.45,-8.047,118.291,0.376,0.787,207253
The Moon And The Superhero,John Powell,Soundtrack,31,0.251,0.757,-8.661,160.04,0.506,0.0482,192920
"Rameau: Nouvelles Suites de Pièces de Clavecin (1727), Suite in G Major, RCT 6: No. 14 Les Sauvages",Jean-Philippe Rameau,Opera,18,0.354,0.556,-16.11,101.074,0.519,0.798,113893
Do You Hear What I Hear?,Mary J. Blige,Soul,38,0.418,0.25,-10.416,79.875,0.182,0.897,259747
All About the Benjamins,Diddy,R&B,55,0.825,0.725,-4.145,89.872,0.704,0.0852,277867
Shout Out to My Ex,Little Mix,Pop,80,0.773,0.747,-4.061,126.014,0.8,0.0239,246240
Ocean Tides - Andrea Remix,Kyson,Soul,46,0.517,0.368,-10.714,109.894,0.118,0.877,227455
I Am,James Arthur,Dance,62,0.476,0.592,-5.181,81.976,0.325,0.394,191080
Fortress and Friend (feat. Taylor Turner),UPPERROOM,World,31,0.457,0.287,-10.664,117.952,0.157,0.837,402187
Say This Sooner,The Almost,Alternative,44,0.572,0.967,-3.733,121.008,0.527,0.00651,194200
Show Me,Iration,Reggae,31,0.568,0.721,-7.185,119.016,0.624,0.119,193147
FALL BACK,Duckwrth,Alternative,49,0.832,0.697,-7.789,127.989,0.386,0.08,165547
No Space Between - Live,Covenant Worship,World,20,0.223,0.463,-8.442,78.643,0.0803,0.0973,387187
It's Gonna Take a Miracle,Deniece Williams,Soul,46,0.567,0.458,-12.049,98.317,0.665,0.85,249640
Goku Trains For Buu,Bruce Faulconer,Anime,16,0.379,0.706,-7.75,106.035,0.339,0.00131,45400
Romeo y Julieta (Mambo Version) [feat. Omega],Jory Boy,Reggaeton,26,0.729,0.952,-2.808,116.153,0.91,0.313,206560
Love Is the Answer,Josh Heinrichs,Reggae,24,0.662,0.551,-8.401,75.115,0.717,0.0272,257934
Right Now,Marc E. Bassy,Dance,52,0.633,0.532,-7.119,93.922,0.233,0.0284,224680
The Crown Main Title,Hans Zimmer,Soundtrack,38,0.29,0.28,-14.411,120.104,0.0466,0.305,84093
A day by atmosphere supreme,Nujabes,Jazz,41,0.776,0.407,-8.135,97.985,0.715,0.55,239693
LOGOUT,Saba,Rap,60,0.787,0.382,-9.983,86.779,0.392,0.0102,150108
Chinatown,Jets To Brazil,Children’s Music,48,0.443,0.415,-8.808,122.522,0.239,0.00464,335933
Menace,Roy Woods,Soul,49,0.73,0.398,-9.516,100.014,0.394,0.0784,293704
The Lucky Ones,Sam Riggs,Country,42,0.459,0.655,-7.502,77.924,0.395,0.189,281760
"Lily, Rosemary and the Jack of Hearts",Bob Dylan,Folk,44,0.457,0.665,-13.722,126.33,0.667,0.414,531160
Requiem,Lennie Tristano,Jazz,41,0.447,0.439,-11.853,83.382,0.223,0.994,292493
Que Va a Ser de Mi (feat. Cosculluela),iZaak,Reggaeton,33,0.713,0.791,-4.554,95.973,0.635,0.167,195867
Can I Get A Witness,SonReal,Indie,60,0.774,0.587,-4.65,99.986,0.943,0.117,196253
Amsterdam,Nothing But Thieves,Alternative,60,0.511,0.934,-4.561,168.061,0.668,0.00403,272240
God Blessed Our Love,Al Green,Blues,33,0.627,0.224,-13.573,133.836,0.281,0.575,237253
Overture,Marc Shaiman,Soundtrack,54,0.245,0.522,-10.762,135.387,0.234,0.846,148920
Disco Infiltrator,LCD Soundsystem,Electronic,38,0.828,0.606,-6.801,127.984,0.581,0.0381,296027
Wedding Bells,Andi Smith,Comedy,20,0.517,0.312,-20.783,154.243,0.415,0.833,148000
Funny Little Bunny (Instrumental),Kimbo Children's Music,Children's Music,0,0.483,0.347,-9.598,83.59,0.406,0.942,53787
Bout It,PARTYNEXTDOOR,R&B,48,0.472,0.424,-7.922,131.83,0.146,0.0553,205058
Shut Up And Drive,Rihanna,Pop,66,0.735,0.826,-4.902,132.964,0.74,0.00101,212280
Keep On Loving You,Four Mints,Soul,56,0.643,0.739,-7.708,123.661,0.936,0.0518,206893
What We Call Words,amazarashi,Anime,30,0.692,0.714,-4.938,105.936,0.72,0.622,330720
No One Is Spared,Njomza,Alternative,39,0.616,0.247,-8.061,137.005,0.259,0.809,239957
"Touchin, Lovin (feat. Nicki Minaj)",Trey Songz,R&B,64,0.813,0.58,-6.724,100.045,0.443,0.0405,221972
Different Beds,Matt Nathanson,Folk,43,0.658,0.604,-5.705,76.987,0.517,0.425,216720
Time to Pretend,MGMT,Indie,72,0.438,0.94,-3.249,100.99,0.421,8.74e-05,261000
Twitter,Doug Benson,Comedy,13,0.515,0.811,-8.873,85.982,0.484,0.638,134960
Westside,Jarreau Vandal,R&B,45,0.722,0.448,-9.721,90.003,0.547,0.507,179630
TROUBLE (feat. Absofacto),The Knocks,Soul,52,0.591,0.666,-6.789,116.936,0.669,0.385,200000
Particle Meme Weapon,Subtronics,Electronic,28,0.788,0.964,-0.243,72.533,0.24,0.0263,201931
Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,Pop,73,0.52,0.594,-8.81,129.216,0.393,0.44,230240
The World Isn't Fair,Randy Newman,Movie,19,0.463,0.211,-10.71,196.669,0.266,0.942,187560
The Blower's Daughter,Damien Rice,Indie,59,0.342,0.2,-13.569,133.113,0.0743,0.134,286653
Fish And Whistle,John Prine,Country,44,0.724,0.369,-15.259,82.941,0.86,0.345,194707
7 Days,Craig David,R&B,71,0.659,0.812,-7.499,83.013,0.888,0.23,235133
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace (Live)",Ludwig van Beethoven,Classical,22,0.355,0.177,-22.898,135.009,0.27,0.946,718973
Photograph,J. Cole,Rap,73,0.825,0.487,-6.416,105.05,0.372,0.0299,218954
Energetic,Wanna One,Pop,66,0.714,0.886,-3.076,125.046,0.752,0.058,189356
Survive,Josh A,Rap,54,0.647,0.622,-8.447,128.207,0.417,0.291,132783
